City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Tukrah,LY,2022-05-01 11:35:10,32.5341,20.5791,84.38,28,100,15.73
279,Irbit,RU,2022-05-01 11:36:11,57.6705,63.071,51.04,48,100,8.79
280,Vao,NC,2022-05-01 11:36:12,-22.6667,167.4833,75.61,83,66,22.68
281,Petropavlovsk-Kamchatskiy,RU,2022-05-01 11:36:13,53.0452,158.6483,37.99,60,75,2.24
282,Bloomsburg,US,2022-05-01 11:36:14,41.0037,-76.4549,51.08,64,94,3.33
283,Khromtau,KZ,2022-05-01 11:36:17,50.2503,58.4347,56.55,58,97,9.44
284,Chuy,UY,2022-05-01 11:36:18,-33.6971,-53.4616,55.54,82,36,6.69
285,Kilindoni,TZ,2022-05-01 11:36:19,-7.9139,39.6668,81.55,73,65,19.04
286,Yulara,AU,2022-05-01 11:36:20,-25.2406,130.9889,66.04,52,100,4.61
287,Jutai,BR,2022-05-01 11:36:21,-5.1833,-68.9,74.39,96,99,1.43
288,Ashqelon,IL,2022-05-01 11:36:22,31.6693,34.5715,77.79,70,4,12.66
289,Denpasar,ID,2022-05-01 11:31:31,-8.65,115.2167,83.86,83,20,10.36
290,Makushino,RU,2022-05-01 11:36:24,55.2103,67.2442,37.62,95,100,6.64
291,Iqaluit,CA,2022-05-01 11:36:25,63.7506,-68.5145,17.33,78,100,2.3
292,Marquette,US,2022-05-01 11:36:26,46.5333,-87.6335,41.34,92,100,10.74
293,Port Macquarie,AU,2022-05-01 11:35:41,-31.4333,152.9167,62.89,77,59,5.61
294,Yumen,CN,2022-05-01 11:36:27,40.2833,97.2,60.4,9,0,8.93
295,Graaff-Reinet,ZA,2022-05-01 11:36:28,-32.2522,24.5308,71.92,39,19,4.03
296,Axim,GH,2022-05-01 11:36:29,4.8699,-2.2405,84.49,71,92,7.85
297,Bathsheba,BB,2022-05-01 11:36:30,13.2167,-59.5167,81.21,78,20,18.41
298,Pevek,RU,2022-05-01 11:36:31,69.7008,170.3133,-2.67,98,35,6.26
299,Kirovskiy,RU,2022-05-01 11:36:32,45.0917,133.5136,40.53,93,100,2.48
300,Pathein,MM,2022-05-01 11:36:33,16.7833,94.7333,85.24,61,5,11.39
301,Danjiangkou,CN,2022-05-01 11:36:34,32.5428,111.5086,63.7,40,100,5.48
302,Malanje,AO,2022-05-01 11:36:35,-9.5402,16.341,77.38,88,40,10.36
303,Anadyr,RU,2022-05-01 11:36:36,64.75,177.4833,19.9,86,0,2.24
304,Genhe,CN,2022-05-01 11:36:37,50.7833,121.5167,39.25,35,100,2.91
305,Cabedelo,BR,2022-05-01 11:36:38,-6.9811,-34.8339,79.47,73,51,15.77
306,Allapalli,IN,2022-05-01 11:36:40,19.4167,80.0667,109.51,9,8,3.53
307,Opuwo,NA,2022-05-01 11:36:42,-18.0607,13.84,84.88,27,24,10.33
308,Shinpokh,PK,2022-05-01 11:36:44,34.3292,71.1782,105.21,12,6,6.69
309,Sao Jose Da Coroa Grande,BR,2022-05-01 11:36:45,-8.8978,-35.1478,80.65,78,55,11.63
310,Pisco,PE,2022-05-01 11:36:46,-13.7,-76.2167,63.01,82,0,3.44
311,Puerto Escondido,MX,2022-05-01 11:36:48,15.85,-97.0667,77.83,73,0,6.91
312,Chaozhou,CN,2022-05-01 11:36:49,23.6651,116.6379,66.06,93,100,4.54
313,Kanker,IN,2022-05-01 11:36:50,20.2719,81.4931,105.67,10,74,12.41
314,Kasama,ZM,2022-05-01 11:36:51,-10.2129,31.1808,75.78,54,73,6.67
315,Panacan,PH,2022-05-01 11:36:52,9.2463,118.4082,81.37,81,95,4.72
316,Aquidauana,BR,2022-05-01 11:36:53,-20.4711,-55.7872,79.48,49,42,2.33
317,Lucea,JM,2022-05-01 11:36:54,18.451,-78.1736,76.86,78,45,14.23
318,Okha,RU,2022-05-01 11:36:55,53.5739,142.9478,26.26,97,70,4.81
319,Shubarshi,KZ,2022-05-01 11:36:56,48.5872,57.1869,63.82,56,81,14.58
320,Gat,IL,2022-05-01 11:36:57,31.61,34.7642,76.78,23,3,15.32
321,Fairbanks,US,2022-05-01 11:36:59,64.8378,-147.7164,37.4,66,0,9.22
322,Kurilsk,RU,2022-05-01 11:38:00,45.2333,147.8833,35.55,79,100,9.69
323,Benicarlo,ES,2022-05-01 11:38:01,40.4165,0.4271,76.89,60,41,8.16
324,Sao Joao Da Barra,BR,2022-05-01 11:38:02,-21.6403,-41.0511,75.29,80,49,7.29
325,Ekibastuz,KZ,2022-05-01 11:38:03,51.6667,75.3667,82.24,26,95,9.42
326,Malm,NO,2022-05-01 11:38:04,64.0721,11.2172,44.78,75,100,12.97
327,Kirakira,SB,2022-05-01 11:38:05,-10.4544,161.9205,80.13,81,100,3.18
328,Coquimbo,CL,2022-05-01 11:38:06,-29.9533,-71.3436,49.73,100,100,4.61
329,Dubai,AE,2022-05-01 11:37:53,25.2582,55.3047,89.89,40,0,17.27
330,Shalazhi,RU,2022-05-01 11:38:07,43.0978,45.3608,67.35,80,90,3.74
331,Gilgit,PK,2022-05-01 11:38:08,35.9221,74.3087,80.46,25,10,1.7
332,Araouane,ML,2022-05-01 11:38:09,18.9048,-3.5265,94.77,11,37,14.45
333,Truro,GB,2022-05-01 11:38:10,50.2653,-5.0544,52.88,87,75,6.91
334,Padang,ID,2022-05-01 11:33:18,-0.9492,100.3543,82.45,87,84,3.44
335,Ambulu,ID,2022-05-01 11:38:12,-8.345,113.6058,79.02,89,98,4.68
336,Bajil,YE,2022-05-01 11:38:13,15.0584,43.2851,97.95,34,86,14.47
337,Boende,CD,2022-05-01 11:38:14,-0.2167,20.8667,84.72,63,100,3.0
338,Itarema,BR,2022-05-01 11:38:15,-2.9248,-39.9167,80.98,77,79,13.13
339,Newport,GB,2022-05-01 11:38:16,51.5877,-2.9984,52.45,89,100,9.01
340,Abbeville,FR,2022-05-01 11:38:17,50.1,1.8333,61.5,60,100,4.85
341,Constitucion,CL,2022-05-01 11:38:18,-35.3333,-72.4167,48.54,72,0,5.12
342,General Roca,AR,2022-05-01 11:38:19,-39.0333,-67.5833,47.75,65,43,7.07
343,Falam,MM,2022-05-01 11:38:20,22.9167,93.6833,75.54,38,57,4.0
344,Balabac,PH,2022-05-01 11:38:21,7.9868,117.0645,82.02,81,97,8.59
345,Meulaboh,ID,2022-05-01 11:38:22,4.1363,96.1285,80.01,82,100,3.33
346,Bongaree,AU,2022-05-01 11:38:23,-27.0797,153.1586,68.05,82,89,15.77
347,Corbu,RO,2022-05-01 11:38:24,44.3833,28.65,67.14,40,40,12.66
348,Shitanjing,CN,2022-05-01 11:38:25,39.2342,106.3439,56.32,12,5,8.1
349,Loukhi,RU,2022-05-01 11:38:26,66.0764,33.0381,37.44,55,38,8.48
350,Novo Oriente,BR,2022-05-01 11:38:27,-5.5344,-40.7742,81.5,54,38,8.77
351,Mangrol,IN,2022-05-01 11:38:28,21.1167,70.1167,87.8,73,0,14.16
352,Nagato,JP,2022-05-01 11:38:29,34.3833,131.2,56.19,60,84,3.29
353,Goundam,ML,2022-05-01 11:38:30,16.4145,-3.6708,101.37,6,24,7.7
354,Lisa,RO,2022-05-01 11:38:31,43.8,25.1333,66.9,38,39,10.8
355,Kushmurun,KZ,2022-05-01 11:38:33,52.4503,64.6311,49.91,66,99,10.09
356,Chisindia,RO,2022-05-01 11:38:34,46.2833,22.1,68.59,39,21,2.71
357,Yingcheng,CN,2022-05-01 11:38:35,30.95,113.55,63.25,60,100,2.86
358,Wilmington,US,2022-05-01 11:36:29,34.2257,-77.9447,69.94,90,0,0.0
359,Fortuna,US,2022-05-01 11:38:37,40.5982,-124.1573,47.98,96,100,6.91
360,Qaqortoq,GL,2022-05-01 11:38:38,60.7167,-46.0333,37.0,88,98,6.2
361,Kumbo,CM,2022-05-01 11:38:39,6.2,10.6667,74.16,61,91,4.12
362,Senekal,ZA,2022-05-01 11:38:40,-28.3197,27.6208,67.24,30,0,1.01
363,Yeppoon,AU,2022-05-01 11:38:41,-23.1333,150.7333,71.38,82,75,11.59
364,Douala,CM,2022-05-01 11:38:43,4.0483,9.7043,92.44,50,68,2.82
365,Lasa,IT,2022-05-01 11:38:44,46.6166,10.7002,57.69,85,99,1.59
366,Komsomolsk,UA,2022-05-01 11:38:45,49.0097,33.6455,59.76,47,86,6.22
367,Mehamn,NO,2022-05-01 11:38:46,71.0357,27.8492,28.8,58,99,4.25
368,Copiapo,CL,2022-05-01 11:38:48,-27.3667,-70.3333,51.49,60,93,2.15
369,Manokwari,ID,2022-05-01 11:36:01,-0.8667,134.0833,79.7,83,64,3.27
370,Pitimbu,BR,2022-05-01 11:39:50,-7.4706,-34.8086,79.39,72,49,14.85
371,Vanavara,RU,2022-05-01 11:39:51,60.34,102.2797,34.9,73,92,9.15
372,Carbondale,US,2022-05-01 11:39:51,37.7273,-89.2168,54.05,83,0,6.91
373,Asyut,EG,2022-05-01 11:39:52,27.181,31.1837,94.32,10,0,15.48
374,Manta,EC,2022-05-01 11:39:53,-0.95,-80.7333,74.98,83,40,6.91
375,Mandurah,AU,2022-05-01 11:39:54,-32.55,115.7,64.9,75,0,11.39
376,Kedgwick,CA,2022-05-01 11:39:55,47.6446,-67.3434,33.4,94,100,7.27
377,Anaco,VE,2022-05-01 11:39:56,9.4389,-64.4728,78.66,66,97,14.76
378,Yantal,RU,2022-05-01 11:39:57,56.8471,105.2542,43.45,93,100,10.78
379,Matagami,CA,2022-05-01 11:39:58,49.7502,-77.6328,28.51,64,0,5.75
380,Bath,GB,2022-05-01 11:39:59,51.3779,-2.3591,52.95,86,100,4.97
381,Esperance,AU,2022-05-01 11:40:00,-33.8667,121.9,60.64,69,0,4.27
382,Waipawa,NZ,2022-05-01 11:40:01,-41.4122,175.5153,55.36,81,56,11.27
383,Panaytayon,PH,2022-05-01 11:40:02,9.95,123.9833,84.15,82,100,8.7
384,Cedeno,CO,2022-05-01 11:40:03,7.0464,-72.1634,73.06,89,69,0.34
385,Leticia,CO,2022-05-01 11:40:04,-4.2153,-69.9406,75.25,100,75,6.91
386,San Vicente,AR,2022-05-01 11:40:05,-26.6167,-54.1333,64.87,99,68,3.78
387,Adra,ES,2022-05-01 11:40:06,36.7496,-3.0206,68.27,55,1,10.76
388,Mount Isa,AU,2022-05-01 11:40:08,-20.7333,139.5,78.57,53,16,12.66
389,Sola,VU,2022-05-01 11:40:09,-13.8833,167.55,81.79,73,100,5.32
390,Paita,PE,2022-05-01 11:40:11,-5.0892,-81.1144,65.82,89,94,8.19
391,Sosnovo-Ozerskoye,RU,2022-05-01 11:40:12,52.5249,111.5418,52.88,58,86,9.28
392,Puri,IN,2022-05-01 11:36:24,19.8,85.85,88.32,84,18,24.05
393,Jinxiang,CN,2022-05-01 11:40:14,27.4327,120.6062,58.32,84,100,3.87
394,Conceicao Do Araguaia,BR,2022-05-01 11:40:14,-8.2578,-49.2647,79.38,68,35,3.27
395,Yopal,CO,2022-05-01 11:40:15,5.3378,-72.3959,72.36,83,66,0.56
396,Novoulyanovsk,RU,2022-05-01 11:40:16,54.1496,48.3891,47.75,39,38,10.8
397,Amuntai,ID,2022-05-01 11:40:18,-2.4177,115.2494,79.56,85,89,2.53
398,Kislang,HU,2022-05-01 11:40:19,46.9574,18.3881,64.58,46,15,13.91
399,Tsabong,BW,2022-05-01 11:40:20,-26.0217,22.401,75.45,21,0,6.82
400,Faya,SA,2022-05-01 11:40:21,18.3851,42.4509,82.92,27,38,1.41
401,Grootfontein,NA,2022-05-01 11:40:22,-19.5667,18.1167,78.37,38,33,5.75
402,East London,ZA,2022-05-01 11:40:23,-33.0153,27.9116,74.34,35,0,16.11
403,Nelson Bay,AU,2022-05-01 11:37:09,-32.7167,152.15,62.1,94,88,5.01
404,Te Horo,NZ,2022-05-01 11:40:25,-40.8084,175.1233,58.62,91,78,8.43
405,Rio Gallegos,AR,2022-05-01 11:40:26,-51.6226,-69.2181,41.05,75,0,11.5
406,Mopti,ML,2022-05-01 11:40:27,14.6667,-4.0,97.0,20,86,3.4
407,Bubaque,GW,2022-05-01 11:40:28,11.2833,-15.8333,77.29,70,46,4.09
408,Santarem,BR,2022-05-01 11:40:29,-2.4431,-54.7083,77.13,100,40,0.0
409,Port Hardy,CA,2022-05-01 11:40:30,50.6996,-127.4199,46.4,93,40,2.3
410,Egvekinot,RU,2022-05-01 11:40:31,66.3167,-179.1667,3.67,79,33,11.63
411,Udachnyy,RU,2022-05-01 11:40:32,66.4167,112.4,25.45,45,93,5.55
412,Luena,AO,2022-05-01 11:40:33,-11.7833,19.9167,78.69,29,65,9.82
413,Prieska,ZA,2022-05-01 11:40:34,-29.6641,22.7474,72.88,23,1,8.12
414,Raudeberg,NO,2022-05-01 11:40:35,61.9875,5.1352,49.96,81,70,10.22
415,Ajdabiya,LY,2022-05-01 11:41:36,30.7554,20.2263,91.83,12,100,23.67
416,Geraldton,AU,2022-05-01 11:36:46,-28.7667,114.6,66.61,77,0,10.36
417,Ahipara,NZ,2022-05-01 11:41:38,-35.1667,173.1667,59.25,90,83,5.21
418,Kargil,IN,2022-05-01 11:41:39,34.5667,76.1,55.92,28,17,7.27
419,Inongo,CD,2022-05-01 11:41:40,-1.95,18.2667,78.44,72,86,4.72
420,Liverpool,GB,2022-05-01 11:41:41,53.4106,-2.9779,56.28,84,75,5.75
421,Amga,RU,2022-05-01 11:41:43,60.8953,131.9608,30.49,94,85,3.98
422,Ambon,ID,2022-05-01 11:41:44,-3.6954,128.1814,82.54,78,40,5.75
423,Powell River,CA,2022-05-01 11:41:45,49.8496,-124.5361,48.2,84,29,5.61
424,Santa Rosalia,MX,2022-05-01 11:41:46,27.3167,-112.2833,67.03,46,93,7.52
425,Batagay-Alyta,RU,2022-05-01 11:41:47,67.8006,130.4114,26.92,78,86,10.76
426,Magadan,RU,2022-05-01 11:41:48,59.5667,150.8,36.54,79,12,3.78
427,Yashalta,RU,2022-05-01 11:41:49,46.3395,42.2762,52.0,82,100,4.27
428,Decatur,US,2022-05-01 11:41:50,39.8403,-88.9548,52.88,76,0,10.36
429,Te Anau,NZ,2022-05-01 11:41:51,-45.4167,167.7167,49.39,93,48,3.31
430,Gambela,ET,2022-05-01 11:41:53,8.25,34.5833,98.87,30,71,4.56
431,Chernyshevskiy,RU,2022-05-01 11:41:54,63.0128,112.4714,21.65,76,97,9.86
432,Karratha,AU,2022-05-01 11:41:55,-20.7377,116.8463,83.91,52,49,1.72
433,Mahenge,TZ,2022-05-01 11:41:56,-8.6833,36.7167,73.89,67,45,4.79
434,Ferrol,ES,2022-05-01 11:41:57,43.4832,-8.2369,54.12,79,8,8.9
435,Villafranca De Los Barros,ES,2022-05-01 11:41:58,38.5614,-6.3381,75.29,27,49,13.56
436,Morro Bay,US,2022-05-01 11:41:59,35.3658,-120.8499,50.92,90,3,1.01
437,Maryborough,AU,2022-05-01 11:37:40,-25.5333,152.7,70.11,97,86,6.13
438,Marsaxlokk,MT,2022-05-01 11:42:01,35.8419,14.5431,65.08,72,0,17.27
439,Iquique,CL,2022-05-01 11:40:16,-20.2208,-70.1431,59.04,72,20,5.5
440,Ouadda,CF,2022-05-01 11:42:02,8.0777,22.4007,95.05,31,100,5.79
441,Praia Da Vitoria,PT,2022-05-01 11:42:03,38.7333,-27.0667,65.75,82,75,3.38
442,Angostura,MX,2022-05-01 11:42:04,25.3667,-108.1833,65.8,68,78,3.62
443,Tawang,IN,2022-05-01 11:42:05,27.5833,91.8667,50.83,94,100,1.88
444,Vallenar,CL,2022-05-01 11:42:06,-28.5708,-70.7581,61.27,59,100,2.82
445,Suntar,RU,2022-05-01 11:42:07,62.1444,117.6319,30.78,94,100,11.56
446,Teguise,ES,2022-05-01 11:42:08,29.0605,-13.564,73.62,50,20,12.66
447,Tateyama,JP,2022-05-01 11:42:09,34.9833,139.8667,60.1,89,100,23.06
448,Dauphin,CA,2022-05-01 11:42:10,51.1494,-100.0502,37.54,87,100,12.66
449,Dudinka,RU,2022-05-01 11:42:11,69.4058,86.1778,25.63,84,91,15.23
450,Peniche,PT,2022-05-01 11:42:12,39.3558,-9.3811,66.29,73,32,14.0
451,North Bend,US,2022-05-01 11:42:13,43.4065,-124.2243,45.86,99,100,4.61
452,Kyzyl-Suu,KG,2022-05-01 11:42:14,42.3414,78.0056,62.13,41,4,3.71
453,Carutapera,BR,2022-05-01 11:42:15,-1.195,-46.02,79.75,86,63,0.96
454,Nanortalik,GL,2022-05-01 11:42:17,60.1432,-45.2371,37.04,90,100,8.1
455,Tongren,CN,2022-05-01 11:42:18,27.7172,109.1853,59.99,82,99,2.26
456,Hefei,CN,2022-05-01 11:42:19,31.8639,117.2808,64.42,42,0,4.47
457,Agdas,AZ,2022-05-01 11:42:20,40.65,47.4761,76.66,37,72,10.04
458,Kulhudhuffushi,MV,2022-05-01 11:42:21,6.6221,73.07,85.86,74,68,16.55
459,Adrar,MR,2022-05-01 11:42:22,20.5022,-10.0711,93.83,8,1,11.5
460,San Andres,CO,2022-05-01 11:40:38,12.5847,-81.7006,80.62,89,75,10.36
461,Portland,US,2022-05-01 11:42:24,45.5234,-122.6762,50.61,92,100,3.44
462,Huarmey,PE,2022-05-01 11:43:25,-10.0681,-78.1522,65.08,90,69,4.23
463,Caravelas,BR,2022-05-01 11:43:25,-17.7125,-39.2481,82.02,58,12,5.28
464,Kundiawa,PG,2022-05-01 11:43:26,-6.0167,144.9667,61.95,97,92,2.19
465,Vyritsa,RU,2022-05-01 11:43:27,59.4078,30.3481,45.91,50,98,7.61
466,Atar,MR,2022-05-01 11:43:28,20.5169,-13.0499,97.32,7,22,1.07
467,Olkhovatka,RU,2022-05-01 11:43:29,50.2831,39.2872,53.83,41,83,7.25
468,Bonavista,CA,2022-05-01 11:43:30,48.6499,-53.1147,37.09,95,100,8.75
469,Chitungwiza,ZW,2022-05-01 11:43:31,-18.0127,31.0756,74.44,31,1,10.94
470,Morondava,MG,2022-05-01 11:43:33,-20.2833,44.2833,80.11,54,0,15.57
471,Kholmskaya,RU,2022-05-01 11:43:34,44.846,38.389,56.97,77,100,10.87
472,Coihaique,CL,2022-05-01 11:43:35,-45.5752,-72.0662,44.55,93,100,5.75
473,Hofn,IS,2022-05-01 11:43:36,64.2539,-15.2082,44.55,80,6,6.93
474,Verkh-Usugli,RU,2022-05-01 11:43:37,52.7,115.1667,53.67,50,92,3.8
475,Kolokani,ML,2022-05-01 11:43:37,13.5728,-8.0339,92.21,29,98,5.23
476,Port Shepstone,ZA,2022-05-01 11:43:38,-30.7414,30.455,70.32,61,3,8.61
477,Whitehorse,CA,2022-05-01 11:43:39,60.7161,-135.0538,36.37,54,75,15.01
478,Gwanda,ZW,2022-05-01 11:43:40,-20.9333,29.0,64.22,72,100,11.92
479,La Palma,US,2022-05-01 11:43:41,33.8464,-118.0467,60.85,91,75,3.44
480,Moranbah,AU,2022-05-01 11:43:44,-22.0016,148.0466,70.34,79,92,7.85
481,Oksfjord,NO,2022-05-01 11:43:45,70.2396,22.3479,39.0,88,99,1.7
482,Jam Sahib,PK,2022-05-01 11:43:46,26.2958,68.6292,120.22,7,60,22.08
483,Shimoda,JP,2022-05-01 11:41:48,34.6667,138.95,54.1,90,100,7.74
484,Makakilo City,US,2022-05-01 11:43:47,21.3469,-158.0858,73.72,76,40,14.97
485,Beloha,MG,2022-05-01 11:43:48,-25.1667,45.05,76.75,59,21,12.93
486,Silver City,US,2022-05-01 11:43:49,32.7701,-108.2803,55.69,19,0,9.22
487,Biloxi,US,2022-05-01 11:43:50,30.396,-88.8853,75.25,88,40,11.5
488,Mikkeli,FI,2022-05-01 11:43:51,61.6886,27.2723,48.31,49,0,5.75
489,Wagar,SD,2022-05-01 11:43:52,16.1525,36.2032,108.32,9,28,17.36
490,Yar-Sale,RU,2022-05-01 11:43:53,66.8333,70.8333,28.54,82,54,10.31
491,Yuancheng,CN,2022-05-01 11:43:54,36.652,107.7896,58.26,14,0,5.5
492,Matay,EG,2022-05-01 11:43:55,28.419,30.7792,91.9,12,0,12.35
493,Sitka,US,2022-05-01 11:43:56,57.0531,-135.33,51.69,54,100,18.41
494,Tiznit,MA,2022-05-01 11:43:57,29.5833,-9.5,81.23,19,0,10.36
495,Ugoofaaru,MV,2022-05-01 11:43:58,5.6667,73.0,86.27,73,92,17.38
496,Isangel,VU,2022-05-01 11:43:59,-19.55,169.2667,79.23,90,100,7.31
497,Dadu,PK,2022-05-01 11:44:00,26.7329,67.7763,114.12,6,98,18.14
498,Buta,CD,2022-05-01 11:44:01,2.7858,24.73,93.79,39,88,2.26
499,Lexington-Fayette,US,2022-05-01 11:44:02,38.0498,-84.4585,61.86,95,100,1.01
500,Bandarbeyla,SO,2022-05-01 11:44:04,9.4942,50.8122,88.39,63,92,14.0
501,Noumea,NC,2022-05-01 11:43:11,-22.2763,166.4572,78.01,99,68,12.12
502,Roald,NO,2022-05-01 11:44:05,62.5833,6.1333,52.72,71,20,9.22
503,Port Blair,IN,2022-05-01 11:44:06,11.6667,92.75,86.04,70,40,3.44
504,Camocim,BR,2022-05-01 11:44:07,-2.9022,-40.8411,81.01,77,71,8.16
505,Xai-Xai,MZ,2022-05-01 11:44:08,-25.0519,33.6442,76.37,61,13,14.38
506,Biasca,CH,2022-05-01 11:44:09,46.3597,8.9697,68.36,54,43,2.91
507,Clyde River,CA,2022-05-01 11:44:10,70.4692,-68.5914,8.83,92,100,8.05
508,Bend,US,2022-05-01 11:44:11,44.0582,-121.3153,36.32,80,100,1.01
509,Moyale,KE,2022-05-01 11:44:12,3.5167,39.0584,74.3,73,81,9.24
510,Buraydah,SA,2022-05-01 11:45:11,26.326,43.975,97.25,7,0,17.94
511,Aquin,HT,2022-05-01 11:45:14,18.2833,-73.4,77.16,81,85,2.93
512,Oranjemund,NA,2022-05-01 11:45:15,-28.55,16.4333,80.26,23,0,12.06
513,Voznesenskoye,RU,2022-05-01 11:45:16,54.89,42.7569,50.4,34,28,6.42
514,Sakaiminato,JP,2022-05-01 11:45:17,35.55,133.2333,53.58,58,20,3.44
515,Kamogata,JP,2022-05-01 11:45:18,34.5333,133.5833,60.39,60,88,4.68
516,San Cristobal,VE,2022-05-01 11:45:19,7.7669,-72.225,73.58,91,94,5.1
517,Vaitape,PF,2022-05-01 11:45:20,-16.5167,-151.75,80.74,73,45,11.27
518,Cherepovets,RU,2022-05-01 11:45:16,59.1333,37.9,46.22,53,75,6.71
519,Doha,QA,2022-05-01 11:43:46,25.2867,51.5333,98.91,42,0,11.5
520,Salem,IN,2022-05-01 11:42:00,11.65,78.1667,100.58,24,38,5.53
521,Canico,PT,2022-05-01 11:45:23,32.6333,-16.85,77.72,57,20,14.97
522,Timaru,NZ,2022-05-01 11:45:24,-44.4,171.25,56.07,91,99,5.35
523,Saint-Georges,GD,2022-05-01 11:45:25,12.0564,-61.7485,80.28,78,20,17.27
524,Lewistown,US,2022-05-01 11:45:27,40.5992,-77.5714,52.16,68,88,2.59
525,Lazaro Cardenas,MX,2022-05-01 11:45:28,17.9583,-102.2,70.05,77,67,4.56
526,Bulembu,SZ,2022-05-01 11:45:29,-25.9667,31.1333,68.31,46,1,4.79
527,Kimbe,PG,2022-05-01 11:45:30,-5.5502,150.1429,76.68,91,47,1.79
528,Pacifica,US,2022-05-01 11:45:32,37.6138,-122.4869,51.75,86,40,19.57
529,Monte Alegre,BR,2022-05-01 11:45:33,-2.0078,-54.0692,77.94,86,73,3.8
530,Chiredzi,ZW,2022-05-01 11:45:34,-21.05,31.6667,70.84,63,100,8.05
531,Gornopravdinsk,RU,2022-05-01 11:45:35,60.05,69.9,46.81,37,29,5.95
532,Skibbereen,IE,2022-05-01 11:45:36,51.55,-9.2667,56.1,78,100,12.19
533,Sarkand,KZ,2022-05-01 11:45:37,45.41,79.9186,78.93,28,42,5.28
534,Fort-Shevchenko,KZ,2022-05-01 11:45:38,44.5086,50.263,61.09,68,4,18.88
535,Ola,RU,2022-05-01 11:45:40,59.5833,151.2833,37.15,79,9,3.83
536,Brokopondo,SR,2022-05-01 11:45:41,4.75,-55.1667,78.48,77,61,6.26
537,Vila Do Maio,CV,2022-05-01 11:45:42,15.1333,-23.2167,79.59,74,0,14.92
538,Maarianhamina,AX,2022-05-01 11:45:43,60.0973,19.9348,51.66,37,0,10.36
539,Laguna,US,2022-05-01 11:45:44,38.421,-121.4238,50.45,84,0,3.44
540,Baruun-Urt,MN,2022-05-01 11:45:45,46.6806,113.2792,54.16,51,98,4.38
541,Bemidji,US,2022-05-01 11:45:46,47.4736,-94.8803,40.05,100,100,10.36
542,Ambilobe,MG,2022-05-01 11:45:47,-13.2,49.05,85.64,66,10,5.01
543,Itoman,JP,2022-05-01 11:45:49,26.1247,127.6694,70.18,76,75,13.8
544,Vestmannaeyjar,IS,2022-05-01 11:45:50,63.4427,-20.2734,47.39,76,0,18.41
545,Edd,ER,2022-05-01 11:45:51,13.9297,41.6925,92.1,55,97,12.28
546,Amreli,IN,2022-05-01 11:45:52,21.6167,71.2333,106.21,15,0,18.16
547,Ilo,PE,2022-05-01 11:45:53,-17.6394,-71.3375,64.83,80,53,5.28
548,Umm Lajj,SA,2022-05-01 11:45:08,25.0213,37.2685,82.58,66,0,15.46
549,Susehri,TR,2022-05-01 11:45:55,40.1644,38.0867,52.88,80,100,5.1
550,Lensk,RU,2022-05-01 11:45:56,60.7253,114.9278,34.11,99,100,7.54
551,Haimen,CN,2022-05-01 11:45:57,23.1935,116.6142,66.09,93,100,13.42
552,Salinopolis,BR,2022-05-01 11:45:58,-0.6136,-47.3561,79.21,83,79,3.29
553,Omboue,GA,2022-05-01 11:45:59,-1.5746,9.2618,85.82,68,58,8.97
554,Tigil,RU,2022-05-01 11:46:00,57.8,158.6667,28.53,95,88,1.25
555,Benito Juarez,MX,2022-05-01 11:46:01,19.385,-99.165,64.0,44,100,8.01
556,Turbat,PK,2022-05-01 11:47:02,26.0023,63.044,103.17,10,83,25.88
557,Grenville,GD,2022-05-01 11:47:03,12.1167,-61.6167,80.65,68,82,18.07
