City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Mananjary,MG,-21.2167,48.3333,73.8,85,7,10.22,Light Rain
452,Biltine,TD,14.5333,20.9167,107.76,5,3,13.4,Clear Sky
453,Kamaishi,JP,39.2667,141.8833,42.33,80,13,7.02,Few Clouds
454,Alofi,NU,-19.0595,-169.9187,80.49,89,100,12.66,Overcast Clouds
455,Buraydah,SA,26.326,43.975,93.65,11,0,10.27,Clear Sky
456,Pochutla,MX,15.7432,-96.4661,80.82,56,100,0.98,Overcast Clouds
457,Coihaique,CL,-45.5752,-72.0662,48.15,71,75,5.75,Broken Clouds
458,Marsaxlokk,MT,35.8419,14.5431,66.81,59,20,18.41,Few Clouds
459,Hay River,CA,60.8156,-115.7999,37.38,65,20,10.36,Few Clouds
460,Aswan,EG,24.0934,32.907,105.1,6,0,4.61,Clear Sky
461,Yangjiang,CN,21.85,111.9667,68.29,75,100,6.76,Overcast Clouds
462,Kant,IN,27.8,79.8,97.25,18,0,7.45,Clear Sky
463,Maragogi,BR,-9.0122,-35.2225,83.64,71,43,10.63,Scattered Clouds
464,Chifeng,CN,42.2683,118.9636,60.15,31,100,2.82,Overcast Clouds
465,Mikkeli,FI,61.6886,27.2723,51.91,40,0,13.8,Clear Sky
466,Avera,US,33.194,-82.5271,78.39,74,83,5.59,Broken Clouds
467,Cleveland,US,41.4995,-81.6954,55.58,76,100,10.36,Overcast Clouds
468,Salym,RU,60.0625,71.4789,35.56,72,99,15.21,Overcast Clouds
469,Hami,CN,42.8,93.45,71.46,8,9,5.41,Clear Sky
470,Xuddur,SO,4.1213,43.8894,85.89,48,100,12.62,Overcast Clouds
471,Arequipa,PE,-16.3989,-71.535,71.67,23,0,4.61,Clear Sky
472,Novo Aripuana,BR,-5.1206,-60.3797,77.23,89,100,3.74,Overcast Clouds
473,Celestun,MX,20.8667,-90.4,79.88,74,17,12.5,Few Clouds
474,Broome,US,42.2506,-75.833,57.69,91,100,4.61,Mist
475,Seoul,KR,37.5683,126.9778,53.04,62,0,2.3,Clear Sky
476,Bozoum,CF,6.3193,16.3799,95.18,28,69,7.45,Broken Clouds
477,Jumla,NP,29.2747,82.1838,56.28,83,86,4,Overcast Clouds
478,Kaa-Khem,RU,51.6833,94.7333,66.92,26,99,8.97,Overcast Clouds
479,Alenquer,BR,-1.9417,-54.7383,74.5,96,100,3.74,Overcast Clouds
480,Maniwaki,CA,46.3834,-75.966,50.38,66,100,6.91,Overcast Clouds
481,Sortland,NO,68.6949,15.4162,33.76,84,100,25.12,Light Snow
482,Bereda,ES,43.2686,-7.5406,58.41,72,100,6.87,Overcast Clouds
483,Kutum,SD,14.2,24.6667,97.68,6,4,16.98,Clear Sky
484,Vlasim,CZ,49.7063,14.8988,68.56,54,67,5.97,Moderate Rain
485,Inuvik,CA,68.3499,-133.7218,41.86,56,75,6.91,Broken Clouds
486,Ostrogozhsk,RU,50.8664,39.0756,55.92,43,89,4.07,Overcast Clouds
487,Maniitsoq,GL,65.4167,-52.9,27.36,76,96,2.86,Overcast Clouds
488,Haines Junction,CA,60.7522,-137.5108,37.35,56,81,5.75,Broken Clouds
489,Lumphat,KH,13.4878,106.9816,74.16,97,100,3.8,Overcast Clouds
490,Stromness,GB,58.965,-3.296,47.88,69,31,17,Scattered Clouds
491,Nouakchott,MR,18.0858,-15.9785,78.73,63,29,12.55,Scattered Clouds
492,Selkirk,CA,50.1436,-96.8845,33.94,94,100,11.05,Overcast Clouds
493,Rurrenabaque,BO,-14.4413,-67.5278,83.89,78,20,0,Few Clouds
494,Tateyama,JP,34.9833,139.8667,62.53,67,20,14.97,Few Clouds
495,Churapcha,RU,62.0025,132.4325,26.4,75,100,10.36,Overcast Clouds
496,Bangkalan,ID,-7.0455,112.7351,84.15,81,100,6.85,Overcast Clouds
497,Tangshan,CN,39.6333,118.1833,56.3,30,95,4.79,Overcast Clouds
498,Balkanabat,TM,39.5108,54.3671,70.05,56,100,7.85,Overcast Clouds
499,Noshiro,JP,40.2039,140.0242,45.99,65,96,7.27,Light Rain
500,Vangaindrano,MG,-23.35,47.6,73.49,76,6,9.19,Clear Sky
501,Rengo,CL,-34.4167,-70.8667,44.92,52,0,2.98,Clear Sky
502,Fairbanks,US,64.8378,-147.7164,37.74,71,75,4.61,Broken Clouds
503,Turkistan,KZ,43,68,72.75,56,100,17.49,Overcast Clouds
504,Kapit,MY,2.0167,112.9333,75.67,98,87,0.49,Overcast Clouds
505,Vuktyl,RU,63.8567,57.3094,34,59,58,7.05,Broken Clouds
506,Dudinka,RU,69.4058,86.1778,10.35,98,51,3.33,Broken Clouds
507,Astoria,US,46.1879,-123.8313,48.09,92,75,1.01,Broken Clouds
508,Parsons,US,37.3403,-95.2611,57.27,91,100,9.8,Light Rain
509,Barra Patuca,HN,15.8,-84.2833,78.62,88,100,9.01,Overcast Clouds
510,Sur,OM,22.5667,59.5289,91.96,33,0,5.53,Clear Sky
511,Newton,US,42.337,-71.2092,58.05,66,0,8.05,Clear Sky
512,Pailitas,CO,8.9565,-73.6255,80.51,84,100,5.35,Overcast Clouds
513,Lahat,ID,-3.8,103.5333,74.14,98,100,2.68,Overcast Clouds
514,Ypacarai,PY,-25.4051,-57.2855,69.69,92,99,2.01,Overcast Clouds
515,Byron Bay,AU,-28.65,153.6167,60.69,83,12,8.52,Few Clouds
516,Santiago,CL,-33.4569,-70.6483,66.29,56,0,4.61,Clear Sky
517,Taltal,CL,-25.4,-70.4833,63.59,67,4,5.19,Clear Sky
518,Chato,TZ,-2.6378,31.7669,73.24,77,91,3.65,Light Rain
519,Kichera,RU,55.9375,110.0997,32.92,80,96,9.4,Overcast Clouds
520,Opuwo,NA,-18.0607,13.84,84.42,22,5,11.12,Clear Sky
521,Khlung,TH,12.4547,102.2214,82.11,91,100,7.54,Overcast Clouds
522,Palm Coast,US,29.585,-81.2078,81.09,75,0,5.75,Clear Sky
523,Matongo,TZ,-2.3833,34.0833,75,69,98,2.44,Overcast Clouds
524,Boguchany,RU,58.3814,97.4531,40.66,94,100,7.96,Light Rain
525,Skibotn,NO,69.3913,20.2679,34.02,96,100,13.94,Snow
526,Khairagarh,IN,26.95,77.8167,102.02,12,53,6.55,Broken Clouds
527,Medea,DZ,36.2642,2.7539,68.86,40,97,4.7,Overcast Clouds
528,Amapa,BR,1,-52,78.04,93,86,2.33,Overcast Clouds
529,Waipawa,NZ,-41.4122,175.5153,56.57,85,96,6.15,Overcast Clouds
530,Kudahuvadhoo,MV,2.6708,72.8944,85.44,77,100,19.55,Overcast Clouds
531,Norman Wells,CA,65.282,-126.8329,46.44,46,20,10.36,Few Clouds
532,Labytnangi,RU,66.6572,66.4183,24.71,82,66,8.99,Broken Clouds
533,Dekar,BW,-21.5333,21.9333,78.35,25,7,11.68,Clear Sky
534,Mina,MX,26.0011,-100.5299,74.07,78,57,2.35,Broken Clouds
535,Glendive,US,47.1053,-104.7125,49.17,70,100,5.75,Overcast Clouds
536,Seaham,GB,54.839,-1.3458,51.62,84,100,3,Overcast Clouds
537,Dubuque,US,42.4833,-90.8668,46.85,67,100,5.75,Overcast Clouds
538,Embonas,GR,36.2269,27.8564,62.73,69,100,9.57,Overcast Clouds
539,Likasi,CD,-10.9814,26.7333,70.23,67,100,6.98,Overcast Clouds
540,Barra,BR,-11.0894,-43.1417,86.74,39,17,4.56,Few Clouds
541,Mabaruma,GY,8.2,-59.7833,83.32,66,73,6.08,Broken Clouds
542,Wajima,JP,37.4,136.9,49.23,73,84,8.95,Broken Clouds
543,Chistogorskiy,RU,53.9835,87.3843,56.23,56,3,12.48,Clear Sky
544,Risod,IN,19.9667,76.7833,98.92,15,43,7.36,Scattered Clouds
545,Nha Trang,VN,12.25,109.1833,80.6,85,99,8.14,Overcast Clouds
546,Ulladulla,AU,-35.35,150.4667,56.3,89,2,5.86,Clear Sky
547,Ormara,PK,25.2088,64.6357,83.46,69,0,21.63,Clear Sky
548,Salinas,US,36.6777,-121.6555,52.32,76,75,6.91,Broken Clouds
549,Chimoio,MZ,-19.1164,33.4833,68.05,70,13,6.02,Few Clouds
550,Singosari,ID,-7.8924,112.6658,72.57,95,100,0.54,Moderate Rain
551,Revda,RU,56.801,59.9303,42.58,66,100,9.15,Light Rain
552,Tungor,RU,53.3808,142.9564,30.65,97,99,11.16,Overcast Clouds
553,Dowa,MW,-13.654,33.9375,68.27,71,77,6.64,Broken Clouds
554,Millinocket,US,45.6573,-68.7098,51.91,50,0,6.91,Clear Sky
555,Mnogovershinnyy,RU,53.9353,139.9242,22.48,95,24,1.19,Few Clouds
556,Ambilobe,MG,-13.2,49.05,76.21,86,66,5.61,Light Rain
557,Bestobe,KZ,52.4994,73.0975,49.6,56,26,17.74,Scattered Clouds
558,Itaituba,BR,-4.2761,-55.9836,84.36,74,40,5.75,Scattered Clouds
559,Villaviciosa,ES,43.4813,-5.4357,60.01,69,100,5.82,Overcast Clouds
560,Shwebo,MM,22.5667,95.7,84.81,48,80,5.35,Broken Clouds
561,Cabinda,AO,-5.55,12.2,86.14,70,20,6.91,Few Clouds
562,San Luis,AR,-33.295,-66.3356,63.19,34,98,4.43,Overcast Clouds
563,Valdivia,CL,-39.8142,-73.2459,53.69,80,30,3.09,Scattered Clouds
564,Charlestown,AU,-32.95,151.6667,59.74,90,1,4.03,Clear Sky
565,Mpanda,TZ,-6.3655,31.0409,70.93,90,89,2.42,Light Rain
566,Batemans Bay,AU,-35.7167,150.1833,59.09,83,1,4.32,Clear Sky
567,Topchanchi,IN,23.9,86.2,82.31,50,13,10.45,Few Clouds
568,Guerrero Negro,MX,27.9769,-114.0611,60.62,72,36,13.6,Scattered Clouds
569,Carroll,US,39.5501,-77.0164,64.9,74,100,3.44,Mist
570,Carutapera,BR,-1.195,-46.02,82.81,83,85,5.1,Overcast Clouds
571,Antofagasta,CL,-23.65,-70.4,61.88,67,6,7.25,Clear Sky
572,Bahia Blanca,AR,-38.7196,-62.2724,55.51,56,42,4.12,Scattered Clouds
573,Jinchang,CN,38.4953,102.1739,58.08,14,0,4.72,Clear Sky
574,Bama,NG,11.5221,13.6856,106.63,15,100,5.68,Overcast Clouds
575,Grindavik,IS,63.8424,-22.4338,45.07,87,100,17.27,Light Rain
576,Buala,SB,-8.145,159.5921,80.53,80,75,4.68,Broken Clouds
577,Tromso,NO,69.6496,18.957,32.38,80,75,18.41,Broken Clouds
578,Chute-Aux-Outardes,CA,49.1168,-68.399,46.38,34,0,8.05,Clear Sky
579,Vermillion,US,42.7794,-96.9292,43.81,69,100,7.11,Overcast Clouds
580,Vermilion,US,40.1667,-87.7506,56.55,64,40,11.5,Scattered Clouds
581,Abu Samrah,SY,35.3029,37.1841,79.02,31,87,15.37,Overcast Clouds
582,College,US,64.8569,-147.8028,37.72,70,75,4.61,Broken Clouds
583,Saint-Denis,FR,48.9167,2.3333,66.76,47,0,9.22,Clear Sky
584,Cap Malheureux,MU,-19.9842,57.6142,78.48,74,8,1.99,Clear Sky
585,Great Bend,US,38.3645,-98.7648,55.62,94,100,13.8,Overcast Clouds
586,Iskateley,RU,67.6803,53.1512,22.53,89,32,6.91,Scattered Clouds
587,Grand-Santi,GF,4.25,-54.3833,85.15,64,85,4.38,Overcast Clouds
588,Neverkino,RU,52.7854,46.7417,51.13,45,96,5.12,Overcast Clouds
589,Odweyne,SO,9.4092,45.064,78.39,52,81,10.22,Light Rain
590,Ourossogui,SN,15.6064,-13.3211,107.94,6,28,7.63,Scattered Clouds
591,Guarapari,BR,-20.6667,-40.4975,87.89,53,0,6.33,Clear Sky
592,Kushiro,JP,42.975,144.3747,41.09,78,2,10.31,Clear Sky
593,Kiruna,SE,67.8557,20.2251,27.52,93,100,16.11,Light Snow
594,Huarmey,PE,-10.0681,-78.1522,68.05,78,92,7.27,Overcast Clouds
595,Beyneu,KZ,45.3167,55.2,73.62,24,81,13.04,Broken Clouds
596,Namsos,NO,64.4662,11.4957,42.71,70,75,12.66,Light Rain
597,Agde,FR,43.3108,3.4758,71.89,63,0,12.66,Clear Sky
598,Doha,QA,25.2867,51.5333,95.31,44,0,14.97,Dust
599,Koslan,RU,63.4564,48.8989,37.71,72,100,7.2,Overcast Clouds
600,Mahibadhoo,MV,3.7833,72.9667,85.42,76,69,19.19,Broken Clouds
601,Trapani,IT,37.8333,12.6667,69.28,77,20,14.97,Few Clouds
602,Chardara,KZ,41.2547,67.9692,76.84,44,88,12.97,Overcast Clouds
603,Miyako,JP,39.6367,141.9525,40.89,81,8,5.55,Clear Sky
604,Kavieng,PG,-2.5744,150.7967,83.21,75,100,5.91,Light Rain
605,Tocopilla,CL,-22.092,-70.1979,67.69,61,2,6.67,Clear Sky
606,Novoseleznevo,RU,55.6821,69.2056,40.96,47,80,8.81,Broken Clouds
607,Rosario,AR,-32.9468,-60.6393,61.07,62,0,10.36,Clear Sky
608,Sao Caetano De Odivelas,BR,-0.75,-48.02,80.19,89,97,3.8,Overcast Clouds
609,Bayangol,RU,50.6977,103.4656,51.66,30,69,3.42,Broken Clouds
610,San Benito,US,36.6166,-121.0844,36.93,50,86,5.12,Overcast Clouds
611,Kalinagar,IN,28.6167,80.1,90.18,28,3,7.27,Clear Sky
612,Tallahassee,US,30.4383,-84.2807,79.32,76,40,3,Scattered Clouds
613,Great Falls,US,47.5002,-111.3008,49.59,62,0,14.97,Clear Sky
614,Prainha,BR,-1.8,-53.48,81.64,78,97,2.86,Overcast Clouds
615,Maarianhamina,AX,60.0973,19.9348,58.86,31,0,13.8,Clear Sky
616,Killam,CA,52.7834,-111.8518,46.35,66,100,11.5,Overcast Clouds
617,Neiafu,TO,-18.65,-173.9833,79.48,94,75,5.75,Light Rain
618,Killybegs,IE,54.6333,-8.45,55.11,84,91,5.73,Overcast Clouds
619,Teahupoo,PF,-17.8333,-149.2667,69.76,76,84,7.31,Light Rain
620,Mao,ES,39.8885,4.2658,70.36,43,20,9.22,Few Clouds
621,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,64,20,18.41,Few Clouds
622,Lofthus,NO,59.9468,10.8018,57.52,43,81,5.59,Broken Clouds
623,Plyussa,RU,58.4308,29.3654,52.52,46,100,8.28,Overcast Clouds
624,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,87.94,61,50,0.58,Scattered Clouds
625,Kiunga,PG,-6.1219,141.2906,74.14,99,100,2.95,Overcast Clouds
626,Tiznit,MA,29.5833,-9.5,72.95,36,0,12.91,Clear Sky
627,Porciuncula,BR,-20.9628,-42.0408,85.28,52,0,1.81,Clear Sky
628,Zyryanka,RU,65.75,150.85,30.47,91,100,5.5,Overcast Clouds
629,Keti Bandar,PK,24.1447,67.4497,83.43,70,0,18.14,Clear Sky
630,Molepolole,BW,-24.4066,25.4951,71.74,35,0,7.11,Clear Sky
631,Urucara,BR,-2.5364,-57.76,74.75,98,100,1.48,Heavy Intensity Rain
632,Sisimiut,GL,66.9395,-53.6735,28.54,63,100,3.98,Overcast Clouds
633,Kedougou,SN,12.5579,-12.1743,104.25,21,38,6.13,Scattered Clouds
634,Mutis,CO,6.2262,-77.4044,83.97,74,92,5.3,Overcast Clouds
635,Ozernovskiy,RU,51.5,156.5167,33.49,79,65,8.59,Broken Clouds
636,Winder,US,33.9926,-83.7202,76.53,75,0,5.75,Clear Sky
637,Strelka,RU,58.0728,93.0344,45.59,95,100,11.34,Light Rain
638,Omboue,GA,-1.5746,9.2618,79.75,82,100,2.33,Overcast Clouds
639,Mendi,PG,-6.1761,143.6513,56.77,98,100,1.88,Overcast Clouds
640,Bokoro,TD,12.3807,17.0568,107.33,15,30,6.15,Scattered Clouds
641,Muzhi,RU,65.3667,64.6667,26.31,85,99,1.25,Overcast Clouds
642,Oxford,GB,51.7522,-1.256,62.2,69,75,3.44,Broken Clouds
643,Shieli,KZ,44.1667,66.75,71.04,55,100,8.55,Light Rain
644,Abalak,RU,58.1286,68.5944,37.13,57,43,8.25,Scattered Clouds
645,Kaniama,CD,-7.5667,24.1833,76.28,74,83,5.79,Light Rain
646,Tomatlan,MX,19.9333,-105.25,80.11,47,82,0.85,Broken Clouds
647,Agadez,NE,19.75,10.25,95.83,11,0,4.29,Clear Sky
648,Mareeba,AU,-17,145.4333,68.72,98,11,1.74,Few Clouds
649,Kargasok,RU,59.0556,80.8572,33.08,78,30,5.08,Scattered Clouds
650,Colares,PT,38.7992,-9.4469,69.46,67,75,24,Broken Clouds
651,Dong Hoi,VN,17.4833,106.6,68,88,100,9.75,Overcast Clouds
652,Geraldton,AU,-28.7667,114.6,63.01,82,0,10.36,Clear Sky
653,Gueret,FR,46.1667,1.8667,59.94,57,100,5.61,Overcast Clouds
654,Nizwa,OM,22.9333,57.5333,94.53,13,0,11.99,Clear Sky
655,Sorland,NO,67.667,12.6934,37.26,75,75,31.07,Broken Clouds
656,Bafata,GW,12.1667,-14.75,108.79,9,57,3.2,Broken Clouds
657,Wanganui,NZ,-39.9333,175.05,53.6,93,95,1.01,Overcast Clouds
658,Joensuu,FI,62.6012,29.7632,48.69,49,100,16.11,Light Intensity Shower Rain
659,Sept-Iles,CA,50.2001,-66.3821,46.92,23,20,4.61,Few Clouds
660,Bam,IR,29.106,58.357,87.57,10,21,8.75,Few Clouds
661,Lufilufi,WS,-13.8745,-171.5986,73.18,73,82,3.38,Broken Clouds
662,Bubaque,GW,11.2833,-15.8333,78.85,68,29,14.27,Scattered Clouds
663,Aloleng,PH,16.1307,119.7824,82.74,74,32,6.17,Scattered Clouds
664,Nouadhibou,MR,20.931,-17.0347,76.98,57,1,17.27,Dust
665,La Ronge,CA,55.1001,-105.2842,28.65,93,100,8.05,Overcast Clouds
666,Renqiu,CN,38.6989,116.0936,65.07,30,7,7.43,Clear Sky
667,Tuatapere,NZ,-46.1333,167.6833,50.14,86,16,5.37,Few Clouds
668,Karaton,ID,-6.3424,106.1045,75.54,95,100,2.59,Moderate Rain
669,Srednekolymsk,RU,67.45,153.6833,29.3,90,100,1.95,Overcast Clouds
670,Mayo,US,38.8876,-76.5119,69.24,78,0,5.75,Mist
671,Soeng Sang,TH,14.4264,102.4606,67.39,85,100,7.11,Overcast Clouds
672,Khilok,RU,51.3674,110.4676,51.73,41,100,3.58,Overcast Clouds
673,El Molino,CO,10.6523,-72.924,81.01,53,100,1.79,Overcast Clouds
674,Kadoma,JP,34.7333,135.5833,55.18,61,56,3.44,Broken Clouds
675,Gubkinskiy,RU,64.434,76.5026,24.71,93,95,6.55,Overcast Clouds
676,Sao Francisco De Assis,BR,-29.5503,-55.1311,55.11,98,100,12.95,Moderate Rain
677,Port Hawkesbury,CA,45.6169,-61.3485,43.88,77,100,12.66,Overcast Clouds
678,Munchberg,DE,50.2,11.7833,63.81,53,0,6.91,Clear Sky
679,Vao,NC,-22.6667,167.4833,75.51,88,16,10.31,Few Clouds
680,Banjar,ID,-8.19,114.9675,78.82,90,100,3.02,Overcast Clouds
